hhweight;cluster_nb;hh_nb;year;urban_rural;rooms_per_person;telephone;radio;electricity;tv;fridge;motorcycle;car_truck;recode_floor;recode_water;recode_toilet
0,854892509;10;16;2018;urban;0,4;0;1;1;1;1;0;1;1;1;1
0,854892509;10;17;2018;urban;0,2;0;0;1;1;0;0;0;0;1;1
0,854892509;10;18;2018;urban;0,25;0;0;1;1;1;0;0;1;1;1
0,854892509;10;19;2018;urban;0,5;0;1;1;1;1;0;1;1;1;1
0,854892509;10;20;2018;urban;0,2;0;1;1;1;0;0;0;1;1;1
0,854892509;10;21;2018;urban;0,25;0;1;1;1;1;0;0;1;1;1
0,854892509;10;22;2018;urban;0,428571429;0;1;1;1;1;0;1;1;1;1
0,854892509;10;23;2018;urban;1;0;0;1;1;0;0;0;0;1;1
0,854892509;10;24;2018;urban;0,5;0;1;1;1;1;0;0;1;1;1
0,854892509;10;25;2018;urban;0,333333333;0;1;1;1;1;1;0;1;1;1
0,854892509;10;26;2018;urban;0,25;0;1;1;1;0;0;0;1;1;1
1,381663412;11;1;2018;urban;0,2;0;1;1;0;0;0;0;1;1;1
1,381663412;11;2;2018;urban;0,2;0;1;1;1;0;0;0;1;1;1
1,381663412;11;3;2018;urban;0,5;0;1;1;1;1;0;0;1;1;1
1,381663412;11;4;2018;urban;0,5;0;1;1;0;0;0;0;1;1;4
1,381663412;11;5;2018;urban;0,666666667;1;1;1;1;1;0;0;1;1;1
1,381663412;11;6;2018;urban;1;0;0;1;1;0;0;0;1;1;1
1,381663412;11;7;2018;urban;0,571428571;0;1;1;1;0;0;0;1;1;1
1,381663412;11;9;2018;urban;0,25;0;1;1;1;0;0;0;1;1;1
1,381663412;11;10;2018;urban;0,6;0;1;1;1;0;0;0;0;1;1
1,381663412;11;11;2018;urban;0,714285714;0;1;1;1;1;0;1;1;1;1
1,381663412;11;12;2018;urban;0,333333333;0;0;1;1;1;0;0;1;1;1
1,381663412;11;13;2018;urban;0,375;0;1;1;1;1;0;0;1;1;1
1,381663412;11;14;2018;urban;0,666666667;0;1;1;1;1;0;0;0;1;1
1,381663412;11;15;2018;urban;0,4;0;0;1;1;0;0;0;1;1;1
1,381663412;11;16;2018;urban;0,333333333;0;0;0;0;0;0;0;0;1;4
1,381663412;11;17;2018;urban;0,5;0;0;1;1;0;0;0;0;1;4
1,381663412;11;18;2018;urban;0,25;1;0;1;1;0;0;0;0;1;1
1,381663412;11;19;2018;urban;0,5;1;1;1;1;1;0;1;1;1;1
1,381663412;11;21;2018;urban;0,25;0;1;1;1;1;0;0;1;1;4
1,381663412;11;22;2018;urban;0,375;0;1;1;1;0;0;0;1;1;4
1,381663412;11;23;2018;urban;0,25;0;1;1;1;1;0;0;1;1;1
1,381663412;11;24;2018;urban;0,6;0;1;1;1;1;0;0;0;1;1
1,381663412;11;25;2018;urban;0,428571429;0;0;1;1;1;0;1;1;1;1
1,519956321;12;1;2018;urban;1;0;0;0;0;0;0;0;1;1;1
1,519956321;12;2;2018;urban;0,4;0;0;1;0;0;0;0;0;1;1
1,519956321;12;3;2018;urban;0,333333333;0;1;1;1;1;0;1;1;1;1
1,519956321;12;4;2018;urban;1;0;1;1;0;0;0;0;1;1;1
1,519956321;12;5;2018;urban;0,25;0;1;1;1;0;0;0;0;1;1
1,519956321;12;6;2018;urban;0,2;0;0;1;0;0;0;0;1;1;1
1,519956321;12;7;2018;urban;0,333333333;0;1;1;1;0;0;0;1;1;1
1,519956321;12;8;2018;urban;0,333333333;0;0;1;0;0;0;0;0;1;4
1,519956321;12;9;2018;urban;0,4;0;0;1;1;0;0;0;1;1;1
1,519956321;12;10;2018;urban;0,2;0;0;1;1;0;0;0;1;1;1
1,519956321;12;11;2018;urban;0,166666667;0;1;1;0;0;0;0;1;1;1
1,519956321;12;12;2018;urban;0,5;0;1;1;1;0;0;0;0;1;1
1,519956321;12;13;2018;urban;0,333333333;0;1;1;1;1;1;0;1;1;1
1,519956321;12;15;2018;urban;0,25;0;0;1;1;0;0;0;1;1;1
1,519956321;12;16;2018;urban;0,333333333;0;1;1;1;1;0;0;1;1;1
1,519956321;12;17;2018;urban;0,25;0;1;1;1;0;0;0;0;1;1
1,519956321;12;18;2018;urban;0,2;0;0;1;0;0;0;0;1;1;1
1,519956321;12;20;2018;urban;0,2;0;1;1;1;0;0;0;1;1;1
1,519956321;12;21;2018;urban;0,2;0;0;1;0;0;0;0;1;1;1
1,519956321;12;22;2018;urban;0,166666667;1;0;0;0;0;0;0;1;1;1
1,519956321;12;23;2018;urban;0,25;0;1;1;1;0;0;0;1;1;4
1,519956321;12;24;2018;urban;0,1;0;0;0;0;0;0;0;1;1;1
1,519956321;12;26;2018;urban;1;0;1;1;1;0;0;0;1;1;1
2,223028513;13;1;2018;urban;0,5;0;0;1;0;0;0;0;0;1;1
2,223028513;13;2;2018;urban;0,25;0;1;1;1;0;0;0;0;1;1
2,223028513;13;3;2018;urban;0,4;0;1;1;1;1;0;1;1;1;1
2,223028513;13;4;2018;urban;0,333333333;0;1;1;1;0;0;0;0;1;1
2,223028513;13;5;2018;urban;0,25;0;0;1;1;0;0;0;1;1;1
2,223028513;13;6;2018;urban;0,75;0;1;1;1;1;0;1;1;1;1
2,223028513;13;7;2018;urban;0,4;0;1;1;1;1;1;0;1;1;1
2,223028513;13;8;2018;urban;0,125;0;1;0;0;0;0;0;0;1;1
2,223028513;13;9;2018;urban;0,333333333;0;1;1;1;0;0;0;0;1;1
2,223028513;13;10;2018;urban;0,2;0;1;0;0;0;0;0;1;1;1
2,223028513;13;11;2018;urban;0,333333333;0;1;1;1;0;0;0;0;1;4
2,223028513;13;12;2018;urban;0,2;0;1;0;0;0;0;0;1;1;1
2,223028513;13;13;2018;urban;0,4;0;0;1;1;0;0;0;1;1;1
2,223028513;13;14;2018;urban;0,666666667;0;0;1;1;0;0;0;0;1;1
2,223028513;13;15;2018;urban;0,2;0;1;1;1;0;0;0;0;1;1
2,223028513;13;16;2018;urban;0,25;0;0;1;0;0;0;0;1;1;1
2,223028513;13;17;2018;urban;1;0;0;0;0;0;0;0;0;1;1
2,223028513;13;18;2018;urban;0,25;0;1;1;1;0;0;0;1;1;1
2,223028513;13;19;2018;urban;0,4;0;1;1;1;0;0;0;1;1;1
2,223028513;13;20;2018;urban;0,2;0;0;1;1;0;0;0;1;1;4
2,223028513;13;21;2018;urban;0,166666667;0;1;1;1;0;0;0;1;1;1
2,223028513;13;22;2018;urban;0,166666667;0;0;1;1;0;0;0;0;1;1
2,223028513;13;23;2018;urban;0,090909091;0;1;1;1;0;0;0;1;1;1
2,223028513;13;24;2018;urban;0,125;1;0;1;1;0;0;0;1;1;1
2,223028513;13;25;2018;urban;0,2;0;0;1;1;1;0;0;1;1;1
1,957755467;14;2;2018;urban;0,75;0;1;1;1;1;1;1;1;1;1
1,957755467;14;3;2018;urban;0,333333333;0;1;1;1;1;0;0;1;1;1
1,957755467;14;4;2018;urban;0,125;0;0;1;0;0;0;0;1;1;1
1,957755467;14;5;2018;urban;0,285714286;0;1;1;1;0;0;0;1;1;1
1,957755467;14;6;2018;urban;0,333333333;0;0;1;1;0;0;0;1;1;1
1,957755467;14;7;2018;urban;0,4;1;1;1;1;0;0;1;1;1;1
1,957755467;14;9;2018;urban;0,5;1;0;1;0;0;0;0;1;1;1
1,957755467;14;10;2018;urban;0,4;0;1;1;1;0;1;0;1;1;1
1,957755467;14;11;2018;urban;0,25;0;1;1;0;0;0;0;1;1;1
1,957755467;14;12;2018;urban;0,25;0;1;1;1;0;0;0;1;1;4
1,957755467;14;13;2018;urban;2;1;1;1;1;1;0;0;1;1;1
1,957755467;14;14;2018;urban;0,5;0;1;1;1;0;0;0;1;1;1
1,957755467;14;15;2018;urban;0,333333333;0;1;1;1;1;0;0;1;1;1
1,957755467;14;16;2018;urban;0,2;0;0;1;1;0;0;0;0;1;1
1,957755467;14;17;2018;urban;0,5;0;1;1;1;1;1;1;1;1;1
1,957755467;14;18;2018;urban;0,2;0;0;1;1;0;0;0;0;1;1
1,957755467;14;19;2018;urban;0,333333333;0;0;1;1;0;0;0;1;1;1
1,957755467;14;20;2018;urban;0,5;0;0;1;0;0;0;0;1;1;1
1,957755467;14;21;2018;urban;0,333333333;1;1;1;1;0;0;0;1;1;1
1,957755467;14;22;2018;urban;0,333333333;0;1;1;1;0;0;0;1;1;1
1,957755467;14;24;2018;urban;0,5;0;0;1;0;0;0;0;0;1;4
1,957755467;14;26;2018;urban;0,75;0;1;1;1;1;0;0;1;1;1
1,515144917;15;1;2018;urban;1;0;1;1;1;0;0;0;1;1;1
1,515144917;15;2;2018;urban;1;0;0;1;1;1;0;0;1;1;1
1,515144917;15;3;2018;urban;0,6;0;1;1;1;0;0;0;1;1;1
1,515144917;15;4;2018;urban;0,25;0;1;1;1;0;1;0;0;1;4
1,515144917;15;6;2018;urban;0,4;0;1;1;1;0;1;0;1;1;1
1,515144917;15;7;2018;urban;1;0;1;1;1;0;0;0;0;1;1
1,515144917;15;8;2018;urban;0,25;0;1;1;0;0;0;0;0;1;4
1,515144917;15;9;2018;urban;0,25;0;1;1;1;0;1;1;1;1;1
1,515144917;15;10;2018;urban;0,5;0;1;1;1;0;0;0;1;1;1
1,515144917;15;11;2018;urban;1;0;1;1;1;0;0;0;1;1;4
1,515144917;15;12;2018;urban;1;0;1;1;1;0;0;0;1;1;1
1,515144917;15;13;2018;urban;0,5;0;1;1;1;1;1;0;1;1;1
1,515144917;15;14;2018;urban;0,2;0;1;1;1;0;0;0;1;1;1
1,515144917;15;15;2018;urban;0,333333333;0;1;1;1;0;0;0;1;1;1
1,515144917;15;16;2018;urban;0,5;0;1;1;1;0;1;0;0;1;4
1,515144917;15;17;2018;urban;0,333333333;0;0;1;0;0;0;0;1;1;1
1,515144917;15;18;2018;urban;0,333333333;0;1;1;1;0;0;1;1;1;1
1,515144917;15;19;2018;urban;0,2;0;1;1;1;0;0;0;1;1;4
1,515144917;15;20;2018;urban;0,25;0;0;1;0;0;0;0;1;1;1
1,515144917;15;21;2018;urban;0,333333333;0;0;0;0;0;0;0;1;1;1
1,515144917;15;25;2018;urban;0,2;0;1;1;1;0;0;0;1;1;1
1,794416984;16;1;2018;urban;1;0;1;0;0;0;0;0;1;1;4
1,794416984;16;3;2018;urban;0,2;0;1;0;0;0;0;0;1;1;1
1,794416984;16;5;2018;urban;0,666666667;0;1;1;0;0;0;0;1;1;1
1,794416984;16;7;2018;urban;0,5;0;0;0;0;0;0;0;1;1;1
